# SITEPH_SDSS SITE PHOTOMETRY - Sat Jan  3 16:51:45 2015
# SN           mj  mjerr    mj.5 mjerr    mj1  mjerr    mj2  mjerr    sbj     mh  mherr   mh.5  mherr    mh1  mherr    mh2  mherr    sbh     mk  mkerr   mk.5  mkerr    mk1  mkerr    mk2  mkerr    sbk  host                          snx     sny
2011ay      14.66   0.74  17.96   3.35  16.46   1.69  14.97   0.85  18.14  13.88   0.64  17.18   2.93  15.68   1.47  14.19   0.74  17.36  13.60   0.70  16.93   3.23  15.43   1.62  13.92   0.81  17.08  NGC2315                     180.6   188.9
2010ih     -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  17.84   4.91  18.26   5.96  17.64   4.49 -99.00   0.01  21.32  NGC2325                     434.7   742.4
1998en      15.51   1.09  18.70   4.73  17.23   2.41  15.82   1.26  18.99  14.64   0.91  17.97   4.21  16.46   2.10  14.97   1.06  18.12  14.25   0.94  17.44   4.08  15.97   2.07  14.55   1.08  17.73  UGC03645                    272.9   246.9
2006li     -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  17.16   2.90  20.76  15.25  19.38   8.08  17.92   4.12  20.63  18.73   7.41 -99.00   0.01  23.59  69.49  20.14  14.18  22.21  UGC03664                    208.1   229.4
2000B       15.88   1.29  19.05   5.56  17.54   2.76  16.02   1.38  19.36  15.21   1.18  18.43   5.22  16.90   2.58  15.37   1.27  18.69  14.90   1.27  18.08   5.50  16.57   2.74  15.05   1.36  18.38  NGC2320                     411.1   417.6
2010hq      16.83   2.00  18.03   3.47  16.48   1.70  15.28   0.98  20.31  15.93   1.65  16.94   2.63  15.61   1.42  14.42   0.82  19.41  16.45   2.59  18.26   5.96  16.00   2.11  14.56   1.09  19.93  UGC03691                    208.0   264.5
1998an      17.48   2.70  20.59  11.27  19.05   5.56  17.59   2.84  20.96  16.69   2.33  19.67   9.20  18.20   4.68  16.79   2.44  20.16  16.50   2.65  19.68  11.50  18.15   5.67  16.63   2.82  19.98  UGC03683                    505.5   535.9
2004gd      13.78   0.49  16.80   1.97  15.26   0.97  13.74   0.48  17.26  13.02   0.43  16.06   1.75  14.52   0.86  12.98   0.42  16.50  12.62   0.44  15.67   1.81  14.13   0.89  12.57   0.43  16.09  NGC2341                     230.4   227.2
2005ai     -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  17.55   3.47  19.83   9.93  18.22   4.73  16.89   2.56  21.03 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  NGC2314                     235.7   349.4
2003ir      15.94   1.32  19.53   6.91  18.05   3.50  16.62   1.81  19.42  15.44   1.31  18.98   6.71  17.52   3.42  16.11   1.79  18.91  14.91   1.28  18.44   6.49  16.98   3.31  15.58   1.74  18.39  UGC03726                    199.2   219.9
2005lr      16.02   1.38  17.54   2.77  16.07   1.40  14.50   0.68  19.50  15.09   1.12  16.61   2.25  15.14   1.15  13.69   0.59  18.57  14.84   1.23  16.26   2.37  14.87   1.25  13.46   0.65  18.31  ESO492-002                  272.4   246.8
2009ag      19.49   6.81  20.17   9.29  19.58   7.09  20.77  12.28  22.97 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00 -99.00   0.01  19.53  10.72 -99.00   0.01 -99.00   0.01 -99.00  ESO492-002                  248.6   320.7
2007au      18.05   3.51  21.26  15.35  19.78   7.77  18.33   3.99  21.53  17.39   3.23  20.98  16.85  19.38   8.08  17.67   3.66  20.87 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  UGC03725                    218.8   229.3
2008ap      18.01   3.44  22.21  23.83  20.77  12.28  19.08   5.64  21.49  17.47   3.34  21.53  21.70  19.83   9.93  18.44   5.24  20.95  16.87   3.15  20.44  16.27  19.01   8.43  17.73   4.68  20.35  UGC03754                    256.3   242.5
1982B       15.58   1.12  16.74   1.91  15.26   0.97  13.74   0.48  19.06  14.94   1.05  16.04   1.73  14.63   0.90  13.09   0.44  18.42  14.64   1.13  15.81   1.93  14.32   0.97  12.83   0.49  18.12  NGC2268                     533.8   574.9
2003ix      17.08   2.24  20.72  11.96  19.21   5.98  17.78   3.10  20.56  17.28   3.07  20.55  13.83  19.12   7.17  17.79   3.88  20.76  15.86   1.98  19.34   9.80  17.86   4.96  16.47   2.62  19.34  UGC03746                    247.0   238.6
2000fa      16.01   1.37  19.66   7.35  18.16   3.68  16.62   1.81  19.49  15.27   1.21  18.88   6.40  17.39   3.22  15.86   1.59  18.75  15.01   1.34  18.68   7.25  17.16   3.60  15.61   1.76  18.49  UGC03770                    247.1   261.3
2010ae      14.46   0.67  14.29   0.62  13.01   0.34  11.94   0.21  17.94  13.79   0.62  13.63   0.57  12.33   0.31  11.27   0.19  17.27  13.59   0.69  13.41   0.64  12.12   0.35  11.06   0.22  17.07  ESO162-017                  293.6   294.2
2001ee      16.19   1.48  18.68   4.67  17.20   2.37  15.76   1.22  19.66  15.26   1.21  17.92   4.12  16.37   2.01  14.80   0.98  18.74  15.05   1.36  17.72   4.64  16.17   2.28  14.63   1.12  18.53  NGC2347                     447.7   426.2
2008fp      15.76   1.22  16.49   1.71  14.98   0.85  13.50   0.43  19.24  15.06   1.10  15.76   1.53  14.27   0.77  12.70   0.37  18.53  14.85   1.24  15.58   1.74  14.04   0.86  12.48   0.42  18.33  ESO428-014                  220.1   237.5
2008cm      19.27   6.14  20.74  12.10  19.78   7.77  17.64   2.90  22.75  17.39   3.23  19.56   8.75  17.86   4.01  16.50   2.14  20.87  17.13   3.55  18.23   5.89  17.25   3.75  17.04   3.41  20.61  NGC2369                     811.7   920.4
2010bj      16.04   1.39  17.24   2.42  15.82   1.26  14.44   0.66  19.52  15.54   1.38  16.87   2.54  15.29   1.23  13.85   0.63  19.02  15.17   1.44  16.47   2.62  14.92   1.28  13.43   0.64  18.65  NGC2357                     356.5   369.4
2003ch      17.30   2.48  21.01  13.69  19.52   6.88  18.03   3.47  20.78  16.68   2.32  21.06  17.51  19.35   7.97  17.57   3.51  20.15  15.96   2.07  19.76  11.92  18.24   5.92  16.69   2.90  19.44  UGC03787                    219.1   237.6
2006bc      14.51   0.69  14.70   0.75  13.22   0.38  11.79   0.20  17.99  13.80   0.62  13.98   0.67  12.51   0.34  11.12   0.18  17.28  13.48   0.66  13.66   0.72  12.20   0.37  10.77   0.19  16.96  NGC2397                     319.9   308.7
2002A       15.81   1.25  17.49   2.71  15.96   1.34  14.41   0.66  19.29  15.12   1.13  16.80   2.46  15.27   1.22  13.74   0.60  18.60  14.89   1.27  16.57   2.74  15.05   1.36  13.49   0.66  18.37  UGC03804                    419.4   416.2
1998C       16.82   1.99  20.46  10.63  18.97   5.36  17.56   2.80  20.30  16.07   1.76  19.83   9.93  18.29   4.88  16.87   2.54  19.55  15.76   1.88  19.51  10.60  17.96   5.19  16.54   2.70  19.24  UGC03825                    305.7   317.3
2004es      18.36   4.04  22.39  25.81  20.84  12.69  19.27   6.14  21.84  18.72   5.96 -99.00   0.01 -99.00   0.01 -99.00   0.01  22.20  17.50   4.21 -99.00   0.01 -99.00   0.01 -99.00   0.01  20.98  UGC03825                    305.8   291.4
1997do      15.37   1.02  17.63   2.89  16.10   1.43  14.61   0.72  18.85  14.71   0.94  16.97   2.65  15.43   1.31  13.95   0.66  18.19  14.44   1.03  16.63   2.81  15.13   1.41  13.70   0.73  17.91  UGC03845                    274.4   269.8
2005D       19.89   8.19  22.69  29.63  21.18  14.81  19.89   8.19  23.37  18.60   5.64  21.56  21.97  20.23  11.92  18.93   6.57  22.08  19.83  12.28  21.40  25.37  20.23  14.81  19.22   9.29  23.31  UGC03856                    211.1   252.4
1987L       17.54   2.76  18.45   4.21  17.12   2.28  15.84   1.27  21.01  17.45   3.31  18.66   5.79  16.91   2.59  15.34   1.25  20.93  17.13   3.55  18.00   5.30  16.82   3.07  15.42   1.61  20.61  NGC2336                     964.5   951.4
1962Q       16.68   1.86  17.90   3.27  16.41   1.65  14.85   0.80  20.16  16.24   1.90  17.55   3.47  15.93   1.65  14.26   0.76  19.72  15.72   1.85  17.11   3.51  15.43   1.62  13.82   0.77  19.20  NGC2276                     517.0   471.0
1968V       17.80   3.12  18.97   5.36  17.47   2.68  15.67   1.17  21.28  16.69   2.33  17.79   3.87  16.46   2.10  15.41   1.29  20.16  16.82   3.07  18.14   5.64  16.58   2.75  15.28   1.51  20.30  NGC2276                     517.8   518.0
1968W       15.57   1.12  16.75   1.92  15.29   0.99  13.82   0.50  19.05  15.01   1.08  16.28   1.93  14.72   0.94  13.22   0.47  18.49  14.71   1.16  15.90   2.02  14.43   1.02  12.90   0.51  18.19  NGC2276                     489.9   489.0
1993X       18.45   4.21  20.92  13.13  18.01   3.44  15.80   1.24  21.93  17.57   3.51  18.38   5.10  17.41   3.25  15.85   1.59  21.05  16.80   3.05  17.75   4.73  16.63   2.82  14.93   1.29  20.28  NGC2276                     450.7   549.2
2005dl      15.50   1.08  16.69   1.87  15.23   0.96  13.81   0.50  18.98  14.88   1.02  16.07   1.75  14.61   0.90  13.20   0.47  18.36  14.41   1.01  15.61   1.76  14.14   0.89  12.76   0.47  17.88  NGC2276                     460.4   478.0
1992ak      17.61   2.86  21.30  15.64  19.79   7.82  18.42   4.15  21.09  17.74   3.79  21.53  21.70  20.14  11.42  18.69   5.87  21.22  16.69   2.90  21.30  24.19  19.61  11.13  17.77   4.77  20.17  UGC03862                    346.6   317.6
2006ai      16.55   1.76 -99.00   0.01 -99.00   0.01 -99.00   0.01  20.03  15.86   1.59 -99.00   0.01 -99.00   0.01 -99.00   0.01  19.34  16.92   3.23 -99.00   0.01 -99.00   0.01 -99.00   0.01  20.40  ESO005-009                  221.7   215.5
2001eg      17.80   3.12  20.15   9.20  18.60   4.52  16.87   2.03  21.28  17.32   3.12  19.21   7.45  17.85   3.99  16.84   2.51  20.80  18.47   6.57  21.09  21.97  19.48  10.48  17.00   3.34  21.95  UGC03885                    215.7   191.9
2000du      16.45   1.68  20.42  10.45  18.94   5.27  17.41   2.61  19.93  15.79   1.54  19.77   9.66  18.24   4.77  16.74   2.39  19.27  16.07   2.18  20.26  14.99  18.71   7.32  17.15   3.58  19.55  UGC03920                    242.8   255.5
2006ow      15.93   1.32 -99.00   0.01 -99.00   0.01 -99.00   0.01  19.41  15.11   1.13 -99.00   0.01 -99.00   0.01 -99.00   0.01  18.59  14.50   1.05 -99.00   0.01 -99.00   0.01 -99.00   0.01  17.97  UGC03908                    317.9   305.2
1999ga      15.96   1.34  16.22   1.51  15.08   0.89  13.79   0.49  19.44  15.29   1.23  15.53   1.37  14.62   0.90  13.21   0.47  18.77  15.03   1.35  15.32   1.54  14.15   0.90  12.90   0.50  18.51  NGC2442                    1133.9  1005.6
2002kg?     13.46   0.42   9.62   0.07   8.10   0.04   6.59   0.02  16.94  11.57   0.22   7.73   0.04   6.23   0.02   4.72   0.01  15.05  10.96   0.21   7.11   0.04   5.61   0.02   4.10   0.01  14.44  NGC2403                    2343.8  2323.3
2004dj      13.43   0.42   9.66   0.07   8.16   0.04   6.52   0.02  16.90  11.56   0.22   7.74   0.04   6.24   0.02   4.70   0.01  15.04  10.95   0.21   7.12   0.04   5.62   0.02   4.09   0.01  14.43  NGC2403                    2281.1  2382.4
1998Y       13.76   0.49  16.01   1.37  14.53   0.69  13.09   0.36  17.24  13.20   0.47  15.46   1.33  13.97   0.67  12.51   0.34  16.67  12.89   0.50  15.14   1.42  13.66   0.72  12.21   0.37  16.37  NGC2415                     222.1   229.5
2000C       13.85   0.51  16.06   1.40  14.60   0.71  13.22   0.38  17.33  13.28   0.49  15.50   1.35  14.03   0.69  12.64   0.36  16.76  13.01   0.53  15.19   1.45  13.74   0.75  12.37   0.40  16.48  NGC2415                     221.4   230.7
2008gh      16.07   1.40  20.45  10.58  18.92   5.23  17.42   2.62  19.54  15.59   1.41  20.20  11.79  18.70   5.90  17.12   2.85  19.07  15.32   1.54  19.80  12.14  18.23   5.87  16.72   2.93  18.80  UGC03957                    361.7   342.0
2001eo      17.25   2.42 -99.00   0.01 -99.00   0.01 -99.00   0.01  20.73  16.89   2.56 -99.00   0.01 -99.00   0.01 -99.00   0.01  20.37  16.55   2.71 -99.00   0.01 -99.00   0.01 -99.00   0.01  20.03  UGC03963                    271.0   248.0
2008hq      16.23   1.52 -99.00   0.01 -99.00   0.01 -99.00   0.01  19.71  15.46   1.33 -99.00   0.01 -99.00   0.01 -99.00   0.01  18.94  15.11   1.40 -99.00   0.01 -99.00   0.01 -99.00   0.01  18.59  UGC03963                    268.1   260.0
1992bg      16.91   2.08 -99.00   0.01 -99.00   0.01 -99.00   0.01  20.39  15.73   1.50 -99.00   0.01 -99.00   0.01 -99.00   0.01  19.21  15.50   1.68 -99.00   0.01 -99.00   0.01 -99.00   0.01  18.98  A074156-6231                220.8   223.7
2003gh      15.16   0.92  18.31   3.95  16.80   1.97  15.12   0.91  18.63  14.39   0.81  17.44   3.30  15.94   1.66  14.36   0.80  17.86  14.33   0.98  17.42   4.05  15.92   2.03  14.30   0.96  17.81  NGC2466                     172.0   181.8
2006qn      15.94   1.33  19.47   6.73  17.94   3.33  16.38   1.62  19.42  14.97   1.06  18.27   4.83  16.78   2.43  15.34   1.25  18.45  15.02   1.34  18.37   6.29  16.89   3.17  15.42   1.62  18.50  UGC04022                    222.4   220.2
1997di      17.55   2.78  20.66  11.66  19.10   5.67  17.65   2.92  21.03  16.95   2.63  19.96  10.54  18.44   5.24  17.04   2.75  20.43  21.33  24.57 -99.00   0.01 -99.00   0.01 -99.00   0.01  24.81  UGC04015                    257.6   242.1
2014ak      22.28  24.57 -99.00   0.01 -99.00   0.01 -99.00   0.01  25.76  18.60   5.64 -99.00   0.01 -99.00   0.01  18.86   6.34  22.08  17.72   4.64  22.09  34.74  20.23  14.81  17.88   5.01  21.19  NGC2446                     166.6   206.0
2002bv      17.00   2.16  20.98  13.50  19.48   6.78  17.94   3.33  20.48  16.87   2.53  20.70  14.81  19.25   7.58  17.78   3.86  20.34  16.03   2.14  19.76  11.92  18.36   6.24  16.86   3.13  19.51  UGC04042                    248.7   265.9
1995E       15.79   1.24  17.61   2.87  16.15   1.46  14.78   0.78  19.27  15.21   1.18  17.30   3.10  15.65   1.45  14.05   0.69  18.69  15.01   1.34  16.83   3.09  15.37   1.58  13.98   0.83  18.49  NGC2441                     349.3   336.7
2008bs      15.54   1.10  19.19   5.92  17.69   2.97  16.17   1.47  19.02  14.86   1.01  18.46   5.28  16.96   2.65  15.49   1.35  18.34  14.63   1.12  18.30   6.08  16.79   3.03  15.27   1.50  18.10  UGC04085                    273.9   263.6
1997ef      16.68   1.87  18.43   4.18  17.15   2.32  16.00   1.36  20.16  16.05   1.74  18.04   4.35  16.61   2.25  15.24   1.20  19.53  15.86   1.97  18.20   5.81  16.54   2.70  14.95   1.30  19.34  UGC04107                    371.3   359.3
2005ae      14.14   0.58  14.08   0.56  12.65   0.29  11.51   0.17  17.61  13.18   0.46  13.12   0.45  11.71   0.24  10.56   0.14  16.66  12.76   0.47  12.70   0.46  11.28   0.24  10.12   0.14  16.23  ESO209-009                  771.1   769.4
1975O       16.74   1.91  19.66   7.37  18.11   3.60  16.55   1.76  20.21  15.79   1.54  18.55   5.49  17.05   2.76  15.62   1.43  19.27  15.46   1.64  18.31   6.12  16.79   3.03  15.29   1.52  18.94  NGC2487                     443.3   484.3
2005en      15.57   1.12  18.60   4.52  17.09   2.25  15.53   1.10  19.05  14.79   0.97  17.75   3.81  16.24   1.90  14.75   0.96  18.27  14.47   1.04  17.48   4.16  15.95   2.06  14.44   1.03  17.95  UGC04132                    381.1   382.9
2005eo      15.85   1.27  18.79   4.92  17.28   2.46  15.82   1.26  19.33  15.17   1.16  18.04   4.35  16.55   2.19  15.13   1.14  18.65  14.88   1.26  17.85   4.94  16.32   2.45  14.84   1.24  18.35  UGC04132                    364.4   402.1
2006qo      15.35   1.01  19.44   6.65  17.92   3.30  16.43   1.66  18.83  14.57   0.88  18.61   5.66  17.11   2.83  15.62   1.43  18.04  14.11   0.88  18.22   5.86  16.69   2.89  15.18   1.45  17.59  UGC04133                    552.1   563.0
2006jd      18.52   4.34  21.21  14.99  19.84   7.97  18.52   4.34  22.00  17.28   3.07  19.58   8.86  18.28   4.87  17.30   3.10  20.76  16.38   2.51  18.74   7.45  17.44   4.09  16.39   2.52  19.86  UGC04179                    221.3   243.2
2010ja      18.45   4.21  21.21  14.99  19.73   7.58  18.17   3.70  21.93  17.74   3.79  20.05  10.99  18.66   5.79  17.60   3.55  21.22  17.68   4.56  19.84  12.38  18.43   6.45  17.54   4.28  21.16  NGC2513                     173.1   160.5
2003kx      16.15   1.46  16.77   1.95  15.41   1.04  14.16   0.58  19.62  15.49   1.35  16.15   1.82  14.71   0.94  13.45   0.53  18.97  15.04   1.36  15.62   1.77  14.36   0.99  13.10   0.55  18.52  UGC04078                    345.1   325.7
2000ce      16.94   2.10  19.98   8.52  18.45   4.21  16.91   2.07  20.42  16.01   1.71  18.75   6.03  17.31   3.11  15.99   1.70  19.49  15.76   1.89  18.88   7.94  17.27   3.79  15.75   1.88  19.24  UGC04195                    264.0   293.9
2006mq     -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  18.04   4.34  17.97   4.21  16.40   2.05  14.26   0.76  21.51  15.82   1.94  15.66   1.80  14.75   1.19  13.82   0.77  19.30  ESO494-026                  470.7   363.9
2000fn      16.17   1.48  18.90   5.19  17.40   2.60  15.90   1.30  19.65  15.52   1.36  18.21   4.71  16.72   2.37  15.26   1.21  19.00  15.80   1.92  18.86   7.87  17.29   3.83  15.46   1.64  19.28  NGC2526                     302.1   295.5
2013ak      15.50   1.08  15.37   1.02  14.10   0.57  12.71   0.30  18.98  14.81   0.98  14.69   0.93  13.35   0.50  11.93   0.26  18.29  14.33   0.98  14.21   0.92  12.92   0.51  11.61   0.28  17.81  ESO430-020                  306.5   279.3
2013gc      16.94   2.10  16.78   1.95  15.07   0.89  13.68   0.47  20.42  16.04   1.73  15.89   1.62  14.27   0.77  12.76   0.38  19.51  15.89   2.00  15.74   1.87  14.39   1.00  12.55   0.43  19.36  ESO430-020                  237.8   263.1
2003bm     -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  17.13   3.55  20.89  20.06  19.56  10.85  17.98   5.24  20.61  UGC04226                    274.7   281.8
1988ah      16.86   2.03  21.11  14.33  19.58   7.09  18.11   3.60  20.34  15.84   1.58  20.09  11.20  18.61   5.65  17.08   2.80  19.32  15.80   1.92  20.07  13.76  18.49   6.63  17.02   3.37  19.27  UGC04244                    233.8   216.6
1999gb      16.00   1.36  18.93   5.26  17.45   2.65  15.98   1.35  19.48  15.44   1.32  18.34   5.00  16.86   2.53  15.42   1.30  18.92  14.99   1.32  17.88   5.01  16.41   2.55  14.96   1.31  18.46  NGC2532                     466.7   454.5
2002hn      14.70   0.75  17.76   3.06  16.25   1.53  14.68   0.74  18.18  14.06   0.70  17.10   2.83  15.60   1.41  14.04   0.69  17.54  13.67   0.72  16.75   2.98  15.23   1.48  13.65   0.72  17.15  NGC2532                     451.2   444.1
1901A       16.82   1.99  19.23   6.03  17.76   3.07  16.34   1.59  20.30  15.93   1.65  18.48   5.33  16.93   2.60  15.43   1.31  19.41  15.95   2.06  18.51   6.69  16.99   3.33  15.40   1.60  19.43  NGC2535                     827.2   863.7
2006te      16.21   1.50  20.42  10.45  18.90   5.19  17.41   2.60  19.69  15.67   1.46  19.97  10.57  18.44   5.22  16.94   2.62  19.15  15.33   1.54  19.65  11.31  18.06   5.44  16.56   2.73  18.80  A081144+4133                235.8   223.3
2008hn      15.27   0.98  17.35   2.54  15.87   1.28  14.42   0.66  18.75  14.47   0.84  16.52   2.16  15.05   1.10  13.68   0.58  17.95  14.31   0.97  16.43   2.57  14.92   1.28  13.47   0.66  17.79  NGC2545                     349.4   370.1
2002hc      13.43   0.42  13.21   0.38  11.78   0.19  10.41   0.10  16.91  12.63   0.36  12.41   0.33  10.97   0.17   9.60   0.09  16.11  12.21   0.37  11.98   0.33  10.54   0.17   9.22   0.09  15.69  NGC2559                     335.0   340.0
2007ay      17.91   3.28  20.53  10.99  19.00   5.43  17.49   2.71  21.39  17.57   3.51  20.20  11.75  18.72   5.96  17.16   2.90  21.05  16.63   2.82  19.04   8.55  17.60   4.41  16.33   2.46  20.11  UGC04310                    287.5   258.3
